Feature,SHAP Importance
2920,0.0016794534
3904,0.0016791039
3121,0.0016729918
2182,0.0016724096
3133,0.0016638645
2775,0.001652654
3316,0.0016523786
4038,0.0016417509
3198,0.0016391468
4383,0.0016290593
2094,0.0016270209
2497,0.0016261518
4442,0.0016246665
2454,0.0016233037
2568,0.0016168726
3525,0.0016160707
3082,0.0016101188
2444,0.0016073936
4275,0.0016064895
4008,0.0016062385
3376,0.0015994948
2095,0.0015959488
2649,0.001588062
2512,0.0015861839
2918,0.0015853136
2660,0.0015778732
4400,0.0015774163
3796,0.0015773177
2229,0.0015738324
2806,0.001571205
2992,0.0015706909
1658,0.0015692472
1873,0.0015683877
1844,0.0015639688
2465,0.001560097
3175,0.001558184
3415,0.001557483
2949,0.0015560383
1693,0.0015537697
3509,0.0015511533
2722,0.0015487
2120,0.001547277
4317,0.0015468495
4197,0.0015451023
2151,0.0015423981
2867,0.0015417482
1741,0.0015374902
4453,0.0015369045
2044,0.0015312571
2794,0.0015251907
2096,0.0015244378
2001,0.001521095
2659,0.001513223
3050,0.001512094
1796,0.0015116053
4226,0.0015094655
2569,0.0015075703
3127,0.0015071158
1620,0.00150482
4208,0.0015016403
4168,0.001501179
2252,0.0014996248
1697,0.0014985718
5314,0.0014983524
1960,0.0014956185
4001,0.0014940136
4264,0.0014925135
3134,0.0014887665
2442,0.001486175
3441,0.001483392
3007,0.0014814746
2774,0.0014808704
3618,0.0014738365
2904,0.0014730686
2043,0.001470663
3128,0.001467581
2014,0.0014674347
2824,0.0014672964
3739,0.0014666016
1640,0.0014527028
3385,0.0014482107
1733,0.0014474938
3052,0.0014473253
2602,0.0014469117
2871,0.0014441651
2377,0.001443266
2819,0.001441501
2795,0.0014377893
2353,0.0014312479
2399,0.0014278117
2472,0.0014263302
1926,0.0014258369
2577,0.0014245391
2668,0.001421832
2010,0.0014181847
1764,0.0014169293
4390,0.0014134058
1894,0.0014083015
2939,0.0014081788
1649,0.0013986103
3106,0.0013944774
2457,0.0013941922
4033,0.0013930628
5246,0.0013913581
4156,0.0013893635
3589,0.0013876773
2221,0.001387475
3764,0.0013827413
2103,0.0013783625
3781,0.001377412
4225,0.0013734882
2145,0.0013715485
2547,0.0013671226
5752,0.0013645309
4414,0.0013635893
3126,0.0013625209
3229,0.0013621126
4124,0.0013617626
3065,0.0013586025
3558,0.0013558645
3607,0.0013546322
3951,0.001354237
3803,0.0013540518
1731,0.0013538897
1947,0.0013535459
2537,0.0013534542
2691,0.0013522162
3970,0.0013490472
2858,0.0013439892
3148,0.0013417929
2341,0.0013390739
2690,0.0013378242
3645,0.0013356591
2304,0.001332503
1842,0.0013280971
3661,0.0013263221
2906,0.0013176816
2122,0.0013127611
2089,0.0013051403
4369,0.0013035206
2173,0.0013000473
2320,0.0012961432
3365,0.0012946543
2142,0.0012885373
3916,0.0012864117
2958,0.001285031
3179,0.0012841569
3957,0.0012810036
2072,0.0012787062
4392,0.0012720871
2358,0.0012719219
1881,0.0012715604
2253,0.0012671476
2204,0.0012644556
3186,0.0012632804
2948,0.0012596672
2737,0.0012586691
4312,0.0012575792
3273,0.0012551434
1951,0.0012526696
3843,0.0012506773
1834,0.0012468197
2388,0.0012454056
3481,0.0012443766
1911,0.0012412507
2180,0.0012405047
3156,0.0012401842
3324,0.0012393723
5281,0.0012390908
1690,0.001238578
3587,0.0012383527
1920,0.001237224
2287,0.001232784
2560,0.0012316789
2531,0.0012296055
2897,0.0012271197
2515,0.0012262798
3097,0.0012260942
5690,0.0012256306
3350,0.0012241703
1829,0.0012235037
2994,0.0012201413
3061,0.0012181422
1836,0.0012173302
1688,0.0012156316
4213,0.0012143769
2913,0.0012128723
3167,0.0012121244
2158,0.0012121182
1722,0.0012097699
1875,0.0012080332
3523,0.0012046783
2843,0.0012032132
2470,0.0011997033
2362,0.0011954803
2849,0.0011951055
3703,0.0011897855
1618,0.0011895412
3412,0.0011891414
4181,0.0011875371
1968,0.0011852499
4159,0.0011841555
2139,0.0011788256
2498,0.0011747569
2000,0.0011734143
3677,0.0011732266
1853,0.0011731763
2666,0.0011716214
3031,0.001170819
3146,0.0011696129
1939,0.001166621
2463,0.0011657666
4261,0.001163464
2699,0.0011621804
5713,0.0011602326
3522,0.0011561165
4243,0.0011554859
1942,0.0011545493
2126,0.0011541
3906,0.0011536671
2205,0.0011528214
1752,0.0011514591
2586,0.0011447761
3191,0.001144311
2724,0.0011441043
3248,0.0011435512
2536,0.0011418909
2848,0.0011408671
1771,0.0011396889
3036,0.0011394036
2366,0.0011391166
4448,0.0011381321
2619,0.0011378926
2914,0.0011363863
2543,0.0011345788
1662,0.0011334114
3567,0.0011323759
3837,0.0011305253
2953,0.0011246562
1906,0.0011229095
4065,0.0011212642
2555,0.0011168373
4030,0.0011164086
3968,0.0011161442
3953,0.0011157654
4071,0.0011146303
2378,0.0011129068
2987,0.0011127818
3533,0.0011120281
2576,0.001109058
4251,0.0011086736
4096,0.0011085947
2118,0.0011082498
3401,0.0011058169
2869,0.0011048922
2380,0.0011046206
3990,0.001101999
1961,0.0011018864
2134,0.0011009332
4404,0.0011003573
1890,0.0010989872
3464,0.0010989088
2258,0.0010964127
4204,0.0010962144
3399,0.0010945039
3622,0.001094132
4349,0.0010937707
3049,0.0010934226
1673,0.0010916281
2069,0.0010910059
1644,0.0010905965
2656,0.001090138
2969,0.001090081
3712,0.0010878679
3505,0.0010878611
2812,0.0010873784
4174,0.0010870381
2099,0.0010834293
3018,0.0010823184
2299,0.0010801746
3967,0.0010757978
1787,0.0010755666
3738,0.0010747943
4278,0.0010747543
1700,0.0010714652
2688,0.0010709346
2588,0.001069524
2300,0.0010690251
3112,0.0010670914
4067,0.0010627467
1831,0.0010609482
3032,0.0010590684
5744,0.001058229
4480,0.0010576596
5729,0.0010568794
3025,0.0010560586
1674,0.0010556674
3469,0.0010553002
4350,0.0010544633
2744,0.0010504149
3395,0.0010493046
2865,0.0010488355
1840,0.0010481533
3314,0.0010460106
1830,0.0010459244
4447,0.001045317
3516,0.0010430354
3586,0.0010423209
4039,0.0010370893
4455,0.0010340933
4535,0.001031916
3098,0.0010293168
2893,0.0010290568
2622,0.0010278071
2439,0.0010253089
3182,0.001024973
3928,0.0010180136
3969,0.0010136407
3557,0.0010116514
2943,0.0010113607
2086,0.0010107158
3210,0.0010075736
3752,0.0010060654
4416,0.0010051654
4145,0.0010034468
5216,0.0010002236
5355,0.0009957496
2070,0.0009952908
3000,0.0009939241
2974,0.0009938795
1797,0.0009927456
4418,0.0009912265
2446,0.0009901916
3882,0.0009876797
3548,0.0009852746
2677,0.0009847161
4177,0.0009801813
2365,0.0009745032
2990,0.0009668151
4265,0.00096534955
4254,0.00096511224
3853,0.00096440554
3149,0.0009642476
4117,0.0009638213
2925,0.000961377
3334,0.0009611958
2584,0.0009604907
2964,0.00095826737
3339,0.0009560203
2562,0.000955171
3810,0.00095497025
3793,0.0009543669
3790,0.0009526355
2961,0.000952149
4098,0.0009518858
1937,0.00094991655
2636,0.0009498372
1858,0.00094728766
2995,0.00094486587
3908,0.0009441116
1633,0.000942769
2783,0.00094211026
3096,0.00094099244
2017,0.0009396907
2996,0.00093935727
2685,0.000938424
4357,0.000938236
2733,0.000938177
3613,0.0009376841
2802,0.0009373162
2711,0.0009365846
1983,0.000934653
2909,0.0009330889
3771,0.0009307764
2546,0.00092910725
3168,0.00092757744
2185,0.0009274657
3711,0.0009272665
4294,0.000925654
4136,0.00092335226
3858,0.0009211547
1794,0.00092079095
2315,0.00092034915
1681,0.0009180557
3299,0.0009174607
2272,0.00091738935
3053,0.00091566815
3170,0.00091557804
3631,0.0009107791
2545,0.0009091805
4256,0.00090912665
3390,0.00090667926
2976,0.0009051873
2032,0.00090396416
3200,0.000897343
1672,0.000897213
2739,0.00089692016
1949,0.00089642196
1964,0.00089381414
3949,0.0008938045
2029,0.00089370704
3879,0.00089346664
2937,0.00089279906
4244,0.00089189847
2141,0.0008918576
3113,0.00088732573
3962,0.00088460813
3981,0.0008842364
3554,0.0008826019
3707,0.0008820014
3416,0.00088172837
4332,0.0008807003
2767,0.00087863684
2077,0.00087833725
2589,0.00087796466
2293,0.0008776748
2785,0.0008769101
4242,0.0008758831
4360,0.0008757613
2710,0.0008755045
2081,0.0008742274
3591,0.0008737265
3721,0.00087279594
3705,0.0008719289
4458,0.000871497
3044,0.0008692204
3372,0.0008691625
3571,0.00086848374
4304,0.0008667556
4309,0.000865754
3099,0.00086565403
2932,0.0008624765
1910,0.0008616972
2040,0.0008603946
4241,0.00085798826
3580,0.0008576961
3404,0.0008573316
2047,0.0008543052
2418,0.00085331674
2898,0.00084849336
3983,0.0008473503
2331,0.00084661564
3913,0.0008454024
2085,0.00084498985
1859,0.0008448795
3759,0.00084405515
4130,0.0008432483
1963,0.0008432012
2307,0.00084042206
3849,0.00084039004
1907,0.0008403703
5217,0.0008387204
4046,0.00083868916
4146,0.0008368123
2379,0.0008350164
2966,0.0008340675
4192,0.000833779
3819,0.00083346316
3741,0.0008331515
3878,0.00083077146
3779,0.0008298351
4347,0.0008289904
3388,0.00082890684
2327,0.0008282086
2826,0.0008277248
1997,0.000826995
2216,0.0008249573
3545,0.0008243232
3880,0.000823576
3092,0.0008234599
2644,0.0008216498
3172,0.00081956835
4428,0.0008183928
3963,0.0008170215
3725,0.0008151463
2309,0.00081247685
2406,0.0008124539
2177,0.0008121117
4229,0.00081053167
2024,0.0008072925
3605,0.00080705463
3668,0.00080504885
3208,0.00080495904
2108,0.0008047933
3964,0.00080335076
2059,0.00080168777
4091,0.00080102566
3828,0.0008006125
3333,0.00080051454
4024,0.00079948246
3826,0.00079638854
1810,0.00079308427
1991,0.00079286145
5206,0.0007928007
1868,0.00079262897
1848,0.0007895843
2847,0.0007892623
2449,0.000789239
2799,0.00078865944
3514,0.0007876232
1990,0.00078707776
1841,0.00078671373
4178,0.0007864632
2684,0.00078585633
2810,0.0007819533
4042,0.0007811619
3720,0.00077856495
2191,0.0007781745
3854,0.0007760194
2566,0.00077596813
2476,0.0007750082
4186,0.0007744461
4239,0.00077274087
2924,0.00077124493
3777,0.000766202
2713,0.0007657261
4388,0.0007629423
3702,0.0007627496
4322,0.0007611578
2271,0.00076115143
3578,0.00076054473
1897,0.00075863267
2098,0.0007568973
2561,0.0007561797
2606,0.00075445423
2392,0.00075318076
1705,0.0007523972
4176,0.00075231213
4232,0.00075193384
2357,0.0007508566
3499,0.0007502891
1804,0.00074812875
3295,0.00074609346
3732,0.0007448259
4143,0.00074299594
4062,0.0007424181
3004,0.0007414733
2942,0.00074109604
3270,0.0007406328
3742,0.00073978095
2565,0.00073838327
3708,0.0007372236
3261,0.0007352426
3421,0.0007334741
2011,0.00073203456
2352,0.00073013856
3289,0.0007297547
3311,0.0007292404
3936,0.00072823104
4012,0.00072694017
1944,0.0007245908
3221,0.000723765
3341,0.0007225556
2321,0.0007217515
3205,0.000721566
1892,0.0007213307
3812,0.0007211303
2501,0.0007209434
2780,0.0007180775
2055,0.00071805285
5354,0.00071773265
3864,0.00071744446
3638,0.00071575906
2902,0.00071563356
3786,0.00071414956
2503,0.00071375753
4179,0.00071300863
2080,0.0007128931
248,0.00071214343
2670,0.000711622
1900,0.0007111468
3012,0.000709219
2984,0.0007086611
1817,0.00070826954
2814,0.000707806
3938,0.00070599315
3842,0.0007056725
1773,0.00070558063
3658,0.0007051597
3472,0.00070389296
2385,0.00070374616
4090,0.0007034727
1822,0.0007031102
2544,0.000702088
1818,0.00070170383
3697,0.00070124184
4268,0.00070097175
4303,0.000700789
4257,0.0006997398
2115,0.0006994211
2830,0.0006987851
2288,0.00069817196
3971,0.00069749437
4009,0.00069650204
3384,0.00069600914
3465,0.00069544336
1726,0.000695387
1792,0.0006951086
3664,0.000693981
1660,0.00069384207
3556,0.0006930774
2313,0.00069278973
3041,0.0006920694
2349,0.00069151627
2886,0.0006911298
3824,0.0006905888
3228,0.000689714
2340,0.0006896622
1885,0.0006883073
2163,0.0006870598
4006,0.00068386336
2090,0.0006837769
4171,0.0006835109
3444,0.0006824592
3922,0.00068045233
3265,0.0006803705
4170,0.00067980826
3034,0.0006780139
2338,0.00067649706
2091,0.0006738681
4078,0.000672147
3841,0.0006699031
2525,0.0006684178
3062,0.00066761917
4028,0.0006674827
2855,0.0006655675
3363,0.0006650993
2675,0.0006643789
3038,0.00066417415
2384,0.0006641552
3119,0.0006629958
2394,0.00066221645
3528,0.0006616376
3646,0.00066024624
3277,0.0006599616
2892,0.00065974926
3067,0.0006596119
3345,0.0006595163
1860,0.0006578562
3998,0.0006560059
2363,0.00065465184
5330,0.00065433735
2697,0.0006534755
1929,0.0006525191
2208,0.00065037754
4026,0.00064942724
1895,0.00064933003
2428,0.00064789894
4005,0.0006478758
4386,0.00064781937
3272,0.00064607617
4018,0.0006417782
1989,0.00064134656
4260,0.00064089434
4318,0.0006406542
3773,0.0006399514
4115,0.0006375946
3860,0.0006373862
3704,0.0006362207
2716,0.0006347034
1725,0.0006343576
3861,0.00063344126
3617,0.00063279853
1750,0.0006323541
3866,0.00063114264
3597,0.00063057424
3084,0.00063009403
2740,0.0006293079
1631,0.000629258
3346,0.0006292273
2750,0.0006286286
3429,0.00062736677
2270,0.0006264745
4346,0.00062583067
3320,0.00062493264
1915,0.0006237539
3547,0.0006219929
2132,0.0006205537
2634,0.0006185433
3046,0.00061810616
2762,0.0006171407
1861,0.0006170874
3821,0.00061706704
2165,0.00061508344
2989,0.00061454345
3804,0.0006144598
2214,0.0006140279
3054,0.0006139413
4351,0.00061296957
4398,0.00061191065
3561,0.0006112955
3590,0.00061118224
2093,0.00061116373
4288,0.00061086076
4173,0.00060863467
4289,0.0006074211
3756,0.0006068811
1927,0.00060651527
2993,0.0006060562
1778,0.00060585915
3432,0.00060543104
4374,0.0006048004
4397,0.0006031754
1723,0.0006024931
3831,0.00060190033
2643,0.00060169667
2063,0.0006015634
3774,0.000600657
3887,0.00060005684
2931,0.00059889647
2064,0.0005986123
1905,0.00059737207
2079,0.00059722556
3830,0.00059691916
2908,0.0005964082
4207,0.00059541536
4116,0.0005952754
2344,0.0005926266
3336,0.00059224654
2787,0.0005908595
3562,0.00059023773
3405,0.0005897465
3414,0.00058939354
2900,0.00058939174
3935,0.00058905315
4292,0.00058826455
2835,0.0005871379
1839,0.00058581436
1760,0.0005854823
4000,0.00058379327
3357,0.00058363646
4329,0.0005805613
2786,0.0005794102
1634,0.00057772745
1874,0.0005771172
2748,0.00057688507
3073,0.00057665206
3006,0.0005764415
2028,0.0005758943
2404,0.0005754841
3296,0.00057404226
4138,0.0005723633
5228,0.00057213125
4500,0.0005709083
2571,0.0005706952
3766,0.00057051046
3984,0.0005705069
4331,0.00057016505
4158,0.00056860794
1923,0.0005684513
1803,0.0005681472
3462,0.00056762266
2729,0.0005649007
3903,0.0005630364
3430,0.0005628754
2874,0.0005620925
2986,0.000561198
2578,0.0005601084
2962,0.0005595565
2856,0.0005589795
4245,0.00055760925
3785,0.0005575699
3560,0.0005566614
4271,0.0005565
3956,0.0005562968
2998,0.0005560755
3174,0.00055592624
4234,0.00055585295
2983,0.0005547305
3353,0.00055441825
5244,0.00055368675
1749,0.00055351306
2839,0.00055306917
2789,0.00055206375
4262,0.0005518497
4307,0.0005515771
4227,0.000551174
3839,0.00055071135
1647,0.0005503126
2343,0.0005471272
4427,0.0005468518
4191,0.0005466058
4218,0.0005438524
3666,0.00054297684
3667,0.0005427939
1714,0.00054264395
3359,0.00054239243
1843,0.0005403124
2761,0.00053824444
1768,0.0005379038
4077,0.00053753547
2492,0.0005368485
3649,0.0005360813
2811,0.0005360366
3688,0.00053436216
2502,0.00053393556
3943,0.00053332746
1654,0.0005331797
2749,0.00053266884
4103,0.0005318684
4236,0.0005309919
3710,0.0005292069
4367,0.00052918197
3526,0.00052835094
3634,0.0005282993
3599,0.0005282401
2771,0.0005264326
1914,0.00052570814
3656,0.00052510574
2956,0.00052510056
1639,0.00052309287
2220,0.00052288134
2507,0.0005225189
2905,0.00052200886
3418,0.00052095635
3154,0.0005203908
3588,0.00051868986
3498,0.0005182099
4068,0.00051735784
2926,0.00051498465
2661,0.00051446544
3005,0.0005139597
4368,0.00051349093
1756,0.00051291357
2361,0.0005125246
2022,0.0005122533
2734,0.00051140814
2284,0.0005113228
2610,0.00051127514
3107,0.00051117124
3202,0.00050989597
3410,0.0005094916
3490,0.00050864316
3873,0.0005078031
1703,0.0005074071
2456,0.0005073059
4425,0.00050576625
3437,0.0005053973
3833,0.00050534494
3389,0.00050232816
2027,0.00050192757
4389,0.00050088967
3784,0.00050016545
103,0.00050001306
3480,0.00049982185
2514,0.0004997421
2430,0.0004982446
2109,0.0004971643
2373,0.0004971604
4531,0.00049653155
3730,0.00049635454
1815,0.0004961996
4422,0.0004948905
2248,0.00049472105
4144,0.0004944367
3409,0.00049424847
1928,0.0004933556
2372,0.0004925103
5306,0.0004923298
3076,0.0004923043
2587,0.00049027835
1635,0.0004898365
4316,0.0004883355
3150,0.00048793477
2209,0.00048790258
1624,0.00048746573
4095,0.00048703406
3278,0.00048697818
2731,0.0004847072
3484,0.00048409132
2471,0.0004830957
2519,0.00047878234
4306,0.00047762357
2116,0.00047750838
2311,0.00047698998
1748,0.00047679868
2102,0.0004767799
3794,0.00047665366
3124,0.00047580968
1650,0.00047568933
3502,0.0004752693
2511,0.0004750298
1835,0.00047478173
3492,0.00047289932
3298,0.00047236957
2254,0.00047166646
4445,0.00047124294
2551,0.00047096363
3676,0.00046998865
3426,0.0004687193
3197,0.00046810438
1995,0.00046765263
4250,0.00046698906
1813,0.00046590998
2673,0.0004658512
2818,0.0004657435
4034,0.00046500308
3726,0.00046499615
3088,0.0004649259
4328,0.0004640582
3338,0.00046382914
3452,0.00046333254
3222,0.00046254223
3306,0.00046214878
3844,0.000462097
3532,0.00046102298
2124,0.00046098072
3769,0.0004609099
3531,0.0004607706
1901,0.0004602882
4301,0.000460199
3890,0.0004593327
3917,0.0004584022
3445,0.00045806688
3925,0.00045742857
3461,0.0004573792
3181,0.00045702545
3825,0.0004569577
5263,0.00045637222
2741,0.00045518824
2575,0.0004541837
3985,0.0004535001
2424,0.00045255639
3959,0.00045228165
3220,0.00045199605
3144,0.0004504201
4417,0.00045012226
2421,0.000449541
2667,0.00044943887
3993,0.00044696048
2599,0.00044668917
2088,0.000446646
4133,0.0004461369
2689,0.0004455501
3883,0.00044323475
3274,0.00044307922
3019,0.00044297744
3497,0.00044239697
3737,0.00044067352
3952,0.00044060368
2117,0.0004404927
3986,0.0004388679
1696,0.00043854726
5668,0.00043832685
4438,0.00043793395
4147,0.00043782042
1638,0.00043720444
4021,0.0004369768
3976,0.00043672492
3508,0.00043638246
3846,0.00043637247
2682,0.00043635248
3039,0.0004360262
2872,0.00043504933
1651,0.0004346107
2013,0.00043418305
2375,0.00043277966
5224,0.00043216112
1971,0.00043183702
3816,0.00043093986
3691,0.00043002647
2523,0.00042970802
2866,0.00042893
1718,0.00042812547
1727,0.000427911
4002,0.00042764883
1936,0.00042721487
2215,0.00042543295
1694,0.00042515615
4123,0.00042492079
1668,0.00042469162
1958,0.0004241444
1986,0.00042409965
2889,0.00042386507
3105,0.00042377046
3142,0.00042375765
4528,0.00042374185
2559,0.0004230441
2148,0.00042164852
2480,0.00042155205
2940,0.0004213869
4450,0.00042087
2150,0.00041907871
4263,0.00041869003
2382,0.0004184715
3718,0.00041826055
3937,0.0004177708
3454,0.00041744328
3637,0.00041552988
1683,0.0004151062
2008,0.00041446747
2609,0.00041434632
1769,0.0004140274
1903,0.00041393773
3706,0.00041363348
2499,0.0004130336
4325,0.00041195002
2261,0.00041050228
2003,0.00041028956
3801,0.00041023237
3564,0.00040911313
2593,0.00040853315
3534,0.00040821332
1941,0.00040811428
1896,0.00040787918
2283,0.00040504802
3948,0.00040416225
3380,0.000404155
2405,0.00040322662
3013,0.00040301264
4048,0.00040226078
3305,0.00040214558
4412,0.00040180658
2676,0.0004015993
3218,0.0004013439
3286,0.00039948573
3002,0.0003991106
3767,0.00039892568
3603,0.00039755853
3568,0.00039668885
3881,0.00039667034
4120,0.00039659525
1785,0.0003964935
4032,0.00039643905
4094,0.00039524963
4230,0.00039346592
3160,0.00039198902
4081,0.0003916312
3535,0.00039157405
2479,0.00039113587
3583,0.00039111506
3332,0.00039068473
3407,0.00039050245
4516,0.0003904428
3343,0.00038982034
3885,0.00038958533
1912,0.0003894053
1686,0.0003885626
3851,0.00038789568
3755,0.0003876883
2188,0.00038665204
3582,0.00038546638
1832,0.0003848685
1617,0.00038481096
2274,0.00038415074
3662,0.00038413893
2720,0.00038396742
4345,0.00038376675
